total_count,total_pages,current_page,code,title,description,image_src,image_alt,rating_score,rating_exact_score,rating_review_count,location,category,retail_price_amount,retail_price_currency,discounted_price_amount,discounted_price_currency,url,is_private_tour,languages,duration_days,duration_hours,duration_minutes,has_free_cancellation,latitude,longitude,max_travelers_allowed,country
110,5,1,3701P4,Whistler Sasquatch® Zipline,"Test your nerve on Canada’s longest zipline on this small-group Sasquatch adventure in Whistler. Following a safety briefing with a guide, harness up to the zipline and get ready to descend. You'll zoom at top speed down the face of Blackcomb Mountain, and take in spectacular views over the forests, lakes, peaks, rivers and glacier. At the bottom, safely disconnect from the zipline with help from the operators and watch as your friends whizz down.",https://media.tacdn.com/media/attractions-splice-spp-360x240/06/71/28/16.jpg,Whistler Sasquatch® Zipline,5.0,4.8,289,"Whistler, British Columbia",Extreme Sports,2068.61,ZAR,2068.61,ZAR,/tours/Whistler/Whistler-Sasquatch-Zipline/d618-3701P4,False,en,,,,True,50.11352,-122.95454399999998,10.0,Canada
110,5,1,106245P1,Vancouver Airport to-or-from Whistler or Squamish by Bus (Single trip),"Ensure a hassle-free journey to Whistler by pre-booking your airport shuttle bus transfer. Get picked up at Vancouver International Airport, settle in to the comfortable bus, and enjoy the journey while soaking up the scenery on the way to Whistler, with stops in Squamish and at both Whistler Gateway and Creekside Village.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0c/0a/d2/e5.jpg,Vancouver Airport to-or-from Whistler or Squamish by Bus (Single trip),4.5,4.6,281,"Vancouver, British Columbia",Airport & Hotel Transfers,1033.32,ZAR,1033.32,ZAR,/tours/Vancouver/Vancouver-Airport-to-Whistler-by-Coach-Return-travel/d616-106245P1,False,en,,,,True,49.1947,-123.17640000000002,46.0,Canada
110,5,1,114739P1,Whistler Sightseeing Tour from Vancouver: See Horseshoe Bay and Shannon Falls,"Travelers that want to explore Whistler on a day trip from Vancouver typically need to rent a car and drive, which means focusing on the road rather than the landscape. You can sit back, relax, and enjoy the views on this sightseeing tour to Whistler, complete with a guide to whisk you there. Along the way you can see Downtown Vancouver and Stanley Park, enjoy views of Howe Sound, and take a few hours to explore Whistler independently.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0a/0e/37/34.jpg,Whistler Sightseeing Tour from Vancouver: See Horseshoe Bay and Shannon Falls,5.0,4.8,242,"Vancouver, British Columbia",Day Trips,3283.58,ZAR,3283.58,ZAR,/tours/Vancouver/Vancouver-Highlights-and-Whistler-Sightseeing-Tour/d616-114739P1,False,en,,,,True,49.2827291,-123.1207375,11.0,Canada
110,5,1,54159P6,One Hour Axe Throwing Guided Experience in Whistler,"Bring your lumberjack fantasies to life during a 1-hour axe throwing experience in Whistler. Open from 11am to 10pm, you can easily fit this thrilling event into your schedule. After a safety briefing, you’re ready to take a shot at the bullseye. The fun-filled activity is great for workplace team building, an atypical first date, and even family outings (children must be at least 10-years-old).",https://media.tacdn.com/media/attractions-splice-spp-360x240/09/a1/c5/31.jpg,One Hour Axe Throwing Guided Experience in Whistler,5.0,5.0,238,"Whistler, British Columbia",Fun & Games,590.94,ZAR,590.94,ZAR,/tours/Whistler/Axe-Throwing-One-Hour-Guided-Experience/d618-54159P6,False,en,,,,True,50.0891007,-123.0385324,100.0,Canada
110,5,1,2014P23,Medicine Trail Snowshoe Tour,"Explore a mysterious forest and travel down an old trapper’s path known as the Medicine Trail on this small-group snowshoe tour. Gaze at giant cedar, fir, and hemlock trees, sample teas made from medicinal plants that grow on the route, and learn about the history of the area from your guide. A moderate level of fitness is required for this tour.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0b/38/ef/c4.jpg,Medicine Trail Snowshoe Tour,5.0,4.9,233,"Whistler, British Columbia",Winter Sports,1917.03,ZAR,1917.03,ZAR,/tours/Whistler/Medicine-Trail-Snowshoe-Tour/d618-2014P23,False,en,,,,True,50.113558999999995,-122.954495,8.0,Canada
110,5,1,5536FINE,Finer Things Dinner Tour in Whistler,"Immerse yourself in Whistler's dining scene with this small-group guided progressive dinner tour of some the area’s most established restaurants. Taste fine local cuisine and regional fare from notable chefs as you enjoy full courses at four different top venues, and receive an interactive culinary education with lots of fun.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0b/71/b8/d7.jpg,Finer Things Dinner Tour in Whistler,5.0,4.9,145,"Whistler, British Columbia",Dining Experiences,2613.84,ZAR,2613.84,ZAR,/tours/Whistler/Small-Group-Fine-Dining-Dinner-Tour-in-Whistler/d618-5536FINE,False,en,,,,True,50.1139885,-122.9566155,10.0,Canada
110,5,1,2014P17,River of Golden Dreams Canoe Tour in Whistler,"This 3-hour summertime paddle from Whistler takes you on an enchanting canoe journey from Alta Lake to Green Lake. Alta Creek is also known as the River of Golden Dreams, as it boasts gorgeous scenery of British Columbia. Wildflower-lined banks, old-growth forests and local wildlife are all part of your passing tableaux. Bonus: Round-trip transport from the Carleton Lodge is included.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0a/f8/c3/59.jpg,River of Golden Dreams Canoe Tour in Whistler,5.0,4.9,133,"Whistler, British Columbia",Kayaking Tours,2192.86,ZAR,2192.86,ZAR,/tours/Whistler/River-of-Golden-Dreams-Canoe-Tour-in-Whistler/d618-2014P17,False,en,,,,True,50.113559,-122.954495,16.0,Canada
110,5,1,18806P1,Whistler Via Ferrata Tour,"Enjoy a thrilling rock climbing experience at Whistler on this ‘Via Ferrata’ tour. With safety cables and metal rungs to help you climb, it’s an activity suitable even for first-time climbers. Challenge yourself to climb the entire route and feel a rush of adrenaline as you reach the 7,087 foot (2160-meter) mountain summit.",https://media.tacdn.com/media/attractions-splice-spp-360x240/07/b3/79/15.jpg,Whistler Via Ferrata Tour,5.0,5.0,121,"Whistler, British Columbia",Climbing,2745.18,ZAR,2745.18,ZAR,/tours/Whistler/Whistler-Via-Ferrata-Tour/d618-18806P1,False,en,,,,True,50.1132948,-122.95444,6.0,Canada
110,5,1,106245P8,Whistler to Vancouver Airport by Bus (Single trip),Organize your transfer from Whistler to Vancouver Airport in advance and ensure your journey home from the mountains and slopes is as stress-free as you can make it. With heating and Wi-Fi on board you’ll be cozy and well-prepared for the trip—and it’s great value too compared to booking a solo taxi journey. Sit back and let your driver tackle the roads in all weathers.,https://media.tacdn.com/media/attractions-splice-spp-360x240/0c/09/5b/b0.jpg,Whistler to Vancouver Airport by Bus (Single trip),4.5,4.6,114,"Whistler, British Columbia",Airport & Hotel Transfers,1563.05,ZAR,1563.05,ZAR,/tours/Whistler/Vancouver-Airport-to-Squamish-by-Bus-Single-travel/d618-106245P8,False,,,,,True,50.115302199999995,-122.9562465,36.0,Canada
110,5,1,7001WHISTLER,Private Whistler Helicopter Tour + Mountain Landing,"Admire British Columbia’s spectacular natural beauty from the air on this private helicopter tour from Whistler. Soar high over rolling alpine meadows and glimpse mighty waterfalls cascading through the countryside. Hover over the Whistler and Blackcomb mountain peaks, gaze out over the untouched mountain wilderness of Garibaldi Provincial Park, and even make a mountain landing if conditions allow.",https://media.tacdn.com/media/attractions-splice-spp-360x240/0b/99/31/28.jpg,Private Whistler Helicopter Tour + Mountain Landing,5.0,4.9,93,"Whistler, British Columbia",Private and Luxury,23104.21,ZAR,23104.21,ZAR,/tours/Whistler/Whistler-Helicopter-Tour/d618-7001WHISTLER,True,en,0.0,0.0,24.0,True,50.168594600000006,-122.9040098,5.0,Canada
110,5,1,3020WSCENIC,Whistler Glacier Sightseeing Experience by Seaplane,"Take to the skies and enjoy breathtaking views over Canada’s rugged mountainscape on this 30 minute glacier sightseeing experience by floatplane from Whistler. Hop into your flightseeing plane near Green Lake and take your seat. Then, watch as the land disappears beneath you and soar high over Whistler’s rugged terrain. Admire panoramic views over the region’s mighty glaciers, soaring peaks, shimmering lakes and dense forests.",https://media.tacdn.com/media/attractions-splice-spp-360x240/13/5c/e1/36.jpg,Whistler Glacier Sightseeing Experience by Seaplane,4.5,4.7,91,"Whistler, British Columbia",Full-day Tours,3227.1,ZAR,3227.1,ZAR,/tours/Whistler/Glacier-Sightseeing-Experience-by-Floatplane-from-Whistler/d618-3020WSCENIC,False,,,,,True,50.14357630000001,-122.9488771,14.0,Canada
110,5,1,6759P9,Snowmobile Tours in Whistler,"Blaze through winter landscapes on a 2- or 2.5-hour snowmobile adventure in Whistler, a tour perfect for beginner or intermediate-level riders, with both tour options offered. Follow a guide into the backcountry trails of Cougar Mountain, located just a 10-minute drive from Whistler Village. Roar through Whistler's old growth forests, up to some beautiful viewpoints. You have the option to drive alone or ride as a passenger.",https://media.tacdn.com/media/attractions-splice-spp-360x240/06/73/44/ea.jpg,Snowmobile Tours in Whistler,5.0,4.9,87,"Whistler, British Columbia",Winter Sports,4836.38,ZAR,4836.38,ZAR,/tours/Whistler/Snowmobile-British-Columbia-Tour-for-Intermediate-Riders/d618-6759P9,False,en,,,,True,50.171948,-122.9228468,5.0,Canada
110,5,1,71146P3,Guided Fishing Adventure in Whistler,"Whistler has some awesome fishing opportunities in British Columbia and this small-group tour takes you to a popular local spot just a short drive away to maximize your fishing time and chance of catching a fish. Get suited up in waders and boots and equipped with fishing rods and tackle, and set out around the creeks and riversides with a local guide. Depending on the time of year, try your luck fishing for wild trout and salmon.",https://media.tacdn.com/media/attractions-splice-spp-360x240/07/1e/81/e4.jpg,Guided Fishing Adventure in Whistler,5.0,5.0,83,"Whistler, British Columbia",Fishing Charters,2745.18,ZAR,2745.18,ZAR,/tours/Whistler/Whistler-Fishing-Adventure-Half-Day/d618-71146P3,False,en,,,,True,50.1171903,-122.9543022,4.0,Unknown
110,5,1,151068P2,Passenger Bobsleigh,"Whistler, famous for skiing and snowboarding, is an ideal destination for outdoor sports of all kinds. With this tour, thrillseekers can branch out and try bobsledding with no previous experience. After learning the basics, you, a pilot, and two other participants will hop aboard a bobsled and zoom down a track at top speeds. You’ll get a photo of your adventure at the end as a memento.",https://media.tacdn.com/media/attractions-splice-spp-360x240/09/34/5e/03.jpg,Passenger Bobsleigh,5.0,4.9,81,"Whistler, British Columbia",Extreme Sports,3434.11,ZAR,3434.11,ZAR,/tours/Whistler/Passenger-Bob/d618-151068P2,False,en,,,,True,50.1090191,-122.94553399999998,4.0,Canada
855,36,1,2972COMBO,Niagara Falls in 1 Day: Tour of American and Canadian Sides,"Some Niagara Falls tours are American and some are Canadian. Not this one. Get the full experience from both sides of the border on this deluxe tour of everything Niagara Falls has to offer. Visit all the must-see Niagara Falls attractions, from the thrilling Maid of the Mist boat cruise to the exciting Cave of the Winds walk—even a trip to the top of the Skylon Tower and much more. All attraction and admission fees, plus hotel transfers and road tolls are included. Food and beverages are at your own expense.",https://media.tacdn.com/media/attractions-splice-spp-360x240/08/bd/11/c8.jpg,Niagara Falls in 1 Day: Tour of American and Canadian Sides,5.0,4.9,6845,"Niagara Falls, New York",Day Cruises,3668.42,ZAR,3668.42,ZAR,/tours/Niagara-Falls/Niagara-Falls-in-One-Day-Deluxe-Sightseeing-Tour-of-American-and-Canadian-Sides/d23183-2972COMBO,False,en,,,,True,43.094344199999995,-79.0598962,32.0,United States
855,36,1,2972CR,Niagara Falls Canadian Side Tour and Maid of the Mist Boat Ride Option,"Get to know the best of Niagara Falls on this tour. Visit some of the area’s top attractions, like the incredible view from the top of the Skylon Tower, then head across the border to get front and center with the water on an exciting Maid of the Mist cruise. When Maid of the Mist is not running, embark on the thrilling Journey Behind the Falls excursion. Hotel pickup and drop-off in Niagara Falls (Ontario and New York) included.",https://media.tacdn.com/media/attractions-splice-spp-360x240/08/bd/14/7b.jpg,Niagara Falls Canadian Side Tour and Maid of the Mist Boat Ride Option,5.0,4.8,3187,"Niagara Falls, New York",Day Cruises,3089.04,ZAR,3089.04,ZAR,/tours/Niagara-Falls/Niagara-Falls-Canadian-Side-Tour-and-Maid-of-the-Mist-Boat-Ride/d23183-2972CR,False,en,,,,True,43.094344199999995,-79.0598962,32.0,United States
855,36,1,7620P1,Niagara Falls Day Tour from Toronto,"Discover one of the world’s most famous waterfalls on this Niagara Falls day tour from Toronto. Take a scenic drive along the Niagara Parkway with your guide. Admire top regional attractions such as the floral clock. Enjoy numerous photo stops including the Niagara Whirlpool and the Niagara River viewpoint. Spend about three hours exploring the Niagara Falls site and marvel at the swirling, surging flow.",https://media.tacdn.com/media/attractions-splice-spp-360x240/06/e3/a0/6a.jpg,Niagara Falls Day Tour from Toronto,5.0,4.8,2622,"Toronto, Ontario",Day Trips,1300.35,ZAR,1300.35,ZAR,/tours/Toronto/Niagara-Falls-Day-Tour-from-Toronto/d623-7620P1,False,en,,,,True,43.6421785,-79.3866022,40.0,Canada
855,36,1,6483ULTIMATE,Best of Niagara Falls Canada Small Group Boat and Behind Falls,"Get to know the best of Niagara Falls, Canada on this 5-hour, small group tour. Led by a guide, visit some of the area’s top attractions. Check out the view from the top of the Skylon Tower and take the thrilling Journey Behind the Falls excursion. Then during the summer and fall months, get front and center with the water on an exciting Hornblower cruise, Canada’s most iconic visitor experience, to see Niagara Falls up close. During the winter and spring months, see the exciting Butterfly Conservatory and Niagara Fury. Hotel pickup and drop-off are included.",https://media.tacdn.com/media/attractions-splice-spp-360x240/13/c9/20/17.jpg,Best of Niagara Falls Canada Small Group Boat and Behind Falls,5.0,4.8,2534,"Niagara Falls & Around, Ontario",Day Cruises,2745.18,ZAR,2745.18,ZAR,/tours/Niagara-Falls-and-Around/Best-of-Niagara-Falls-Tour/d773-6483ULTIMATE,False,en,0.0,4.0,0.0,True,43.0859753,-79.0823008,7.0,Canada
855,36,1,13859P5,Niagara Falls Guided Day Tour From Toronto With Boat and Tower,"Experience the might of Niagara Falls up close on this day tour from Toronto with round-trip transport included. Hop aboard the Niagara City cruise with fast-track tickets. Discover top attractions along Niagara Parkway including the Floral Clock, and Queenston Heights, and sample Ontario maple syrup.",https://media.tacdn.com/media/attractions-splice-spp-360x240/12/67/7f/85.jpg,Niagara Falls Guided Day Tour From Toronto With Boat and Tower,5.0,4.8,1904,"Toronto, Ontario",Day Trips,1431.7,ZAR,1431.7,ZAR,/tours/Toronto/Small-Group-Niagara-Falls-Day-Tour-with-Lunch-with-Boat-Ride/d623-13859P5,False,en,,,,True,43.64165070000001,-79.3775402,35.0,Canada
855,36,1,39437P1,Niagara Falls Day Tour From Toronto with Skip-the-Line Boat Ride,"See the spectacular Niagara Falls on a day trip from Toronto, and spend the day exploring the region's scenery, history, and varied attractions. This fun, flexible tour combines independent time at Niagara Falls with the option to add on an in-season boat tour (or visit other attractions, own expense). With pickup and drop-off at select downtown Toronto hotels, you'll enjoy a seamless day out at the natural wonder.",https://media.tacdn.com/media/attractions-splice-spp-360x240/13/de/63/a2.jpg,Niagara Falls Day Tour From Toronto with Skip-the-Line Boat Ride,5.0,4.8,1800,"Toronto, Ontario",Day Cruises,1286.82,ZAR,1286.82,ZAR,/tours/Toronto/Niagara-Falls-Small-Group-Day-Tour/d623-39437P1,False,en,,,,True,43.6677097,-79.3947771,28.0,Canada
855,36,1,3594P6,Niagara Falls Day Tour from Toronto w/ Attraction & Lunch,"Discover one of Canada’s most remarkable natural spectacles—and leave all the travel logistics to someone else—on this premium, full-day Niagara Falls tour from Toronto. Travel by air-conditioned coach from Toronto to Niagara-on-the-Lake as your guide shares stories about the region, and stop en route to visit a winery and sample Niagara-on-the-Lake's top-rated wines. At Niagara Falls, enjoy a 3-course lunch overlooking the falls, go on an in-season boat cruise, and have free time to sightsee independently.",https://media.tacdn.com/media/attractions-splice-spp-360x240/10/35/39/77.jpg,Niagara Falls Day Tour from Toronto w/ Attraction & Lunch,4.5,4.6,1494,"Toronto, Ontario",Day Trips,2626.97,ZAR,2626.97,ZAR,/tours/Toronto/Niagara-Falls-Tour-from-Toronto-with-Optional-Boat-Ride-and-Lunch/d623-3594P6,False,en,,,,True,43.646188599999995,-79.38248000000002,58.0,Canada
855,36,1,13859P1,Toronto: Niagara Falls Day Tour with Boat and Behind the Falls,"Discover the best of the Niagara region on this full-day Niagara Falls sightseeing tour from Toronto. Experience the might of the Niagara River at the Whirlpool Rapids and during the Journey Behind the Falls experience. Feel the force of the falls during a Niagara City cruise, and discover top attractions along Niagara Parkway including the Floral Clock and Queenston Heights.",https://media.tacdn.com/media/attractions-splice-spp-360x240/10/3e/9d/02.jpg,Toronto: Niagara Falls Day Tour with Boat and Behind the Falls,5.0,4.8,949,"Toronto, Ontario",Day Trips,1525.69,ZAR,1525.69,ZAR,/tours/Toronto/Niagara-Falls-Luxury-Bus-Day-Tour-From-Toronto-With-Niagara-City-Boat-Cruise/d623-13859P1,False,en,,,,True,43.64165070000001,-79.3775402,23.0,Canada
855,36,1,17629P1,From Toronto: Niagara Falls Day Tour with Optional Boat Cruise,See the mighty Horseshoe Falls at Niagara Falls on this convenient day tour from Toronto. Travel in comfort through the Niagara Region. Once at Niagara Falls enjoy the scenic drive along the parkway where you will see many of the town’s attractions. Make the most of your time at Niagara Falls by taking a Hornblower Cruise if you choose or discovering all the other fun available for visitors.,https://media.tacdn.com/media/attractions-splice-spp-360x240/06/6c/4a/91.jpg,From Toronto: Niagara Falls Day Tour with Optional Boat Cruise,4.5,4.7,948,"Toronto, Ontario",Day Trips,1444.83,ZAR,1444.83,ZAR,/tours/Toronto/Niagara-Falls-Day-Tour-from-Toronto/d623-17629P1,False,en,0.0,8.0,0.0,True,43.6617792,-79.3810472,24.0,Canada
855,36,1,30403,Day-Tour from Toronto to Niagara Falls with Falls Boat Ride,"Leave behind the Toronto bustle for the remarkable natural beauty of Niagara Falls. On this full-day tour, start with a scenic drive through Niagara’s verdant wine region en route to the falls. Break and lunch (if option selected) before hopping on a Niagara Cruise boat (if option selected) or the Journey Behind the Falls excursion, depending on the season. Cruise up Niagara River for up-close views of the awesome Horseshoe Falls (weather permitting) and then head to the Whirlpool Rapids observation deck.",https://media.tacdn.com/media/attractions-splice-spp-360x240/13/63/b2/1a.jpg,Day-Tour from Toronto to Niagara Falls with Falls Boat Ride,4.5,4.7,944,"Toronto, Ontario",Day Cruises,1300.35,ZAR,1300.35,ZAR,/tours/Toronto/Niagara-Falls-Day-Trip-from-Toronto/d623-30403,False,en,,,,True,43.646188599999995,-79.38248000000002,50.0,Canada
855,36,1,56224P1,Fall for Niagara Tour,"See and experience the best of Ontario’s Niagara region on an easy, intimate small-group day tour from Toronto. Enjoy the views and avoid the hassle of self driving. Admire the powerful Niagara Falls from various viewpoints and take a drive along the scenic Niagara Parkway, stopping at attractions including the Whirlpool Rapids and the Floral Clock.",https://media.tacdn.com/media/attractions-splice-spp-360x240/09/a7/71/39.jpg,Fall for Niagara Tour,5.0,4.8,903,"Toronto, Ontario",Day Trips,1172.15,ZAR,1172.15,ZAR,/tours/Toronto/Fall-for-Niagara-Tour/d623-56224P1,False,en,,,,True,43.6424036,-79.38597159999999,44.0,Canada
855,36,1,55158WET,Niagara Falls Canada Open-Top (Wet) Jet Boat Tour,"Enjoy wet and wild adventure on the Niagara River on this Niagara Falls open-top jet-boat ride. Jump aboard your powerful speedboat and strap in for a thrilling ride. Zoom across the rolling waves as your river tour guide shares entertaining commentary, and feel the water in your hair as you enjoy the ultimate Niagara experience.",https://media.tacdn.com/media/attractions-splice-spp-360x240/10/14/a1/a9.jpg,Niagara Falls Canada Open-Top (Wet) Jet Boat Tour,5.0,4.8,800,"Niagara Falls & Around, Ontario",Extreme Sports,1210.64,ZAR,1210.64,ZAR,/tours/Niagara-Falls-and-Around/Niagara-Falls-Open-Jet-Boat-Tour-from-Canadian-Side/d773-55158WET,False,en,,,,True,43.16692,-79.05328,54.0,Canada
855,36,1,6549NIAGARA,Niagara Falls CANADA Helicopter Tour,"Experience Niagara Falls like never before, from an entirely new perspective, on this scenic helicopter journey. Enjoy the incredible sight of the American, Bridal Veil, and Canadian Horseshoe Falls from high above, along with a spectacular view of the many landmarks along the way, like the Niagara River and Whirlpool Rapids. Each passenger receives an individual headset that provides interesting and educational commentary about the falls during the flight. The view is unforgettable, but bring a camera to capture the moment.",https://media.tacdn.com/media/attractions-splice-spp-360x240/06/ee/e4/83.jpg,Niagara Falls CANADA Helicopter Tour,4.5,4.6,760,"Niagara Falls & Around, Ontario",Private and Luxury,2448.07,ZAR,2448.07,ZAR,/tours/Niagara-Falls-and-Around/Niagara-Falls-Helicopter-Tour/d773-6549NIAGARA,False,en,,,,True,43.119073,-79.0753188,7.0,Canada
